Suma Estrés,Suma Ansiedad,Suma Depresión,Genero,Edad,Orientacion,Raza,Educacion,Licenciatura,Ingles Nativo,Religion,Matrimonio,Zurdo,Zona vivienda,Familia,Voto,EXTRAVERSIÓN,AMABILIDAD,RESPONSABILIDAD,NEUROTICISMO,APERTURA EXP,country
11,6,10,Mujer,19,Otros,Asiática,Instituto,3,2,Musulmán,1,Diestro,Urbano,3,2,4.5,6.5,6.5,2.5,5.5,MY
27,29,37,Mujer,22,Heterosexual,Asiática,Grado universitario,5,2,Musulmán,1,Diestro,Urbano,3,2,3.5,4.5,2.0,2.0,4.0,MY
5,12,16,Mujer,16,Heterosexual,Asiática,Instituto,3,2,Musulmán,1,Diestro,Urbano,5,2,2.0,5.0,3.0,5.0,2.5,MY
15,13,4,Mujer,19,Bisexual,Asiática,Instituto,9,2,Musulmán,1,Diestro,Suburbano,4,2,2.0,4.5,3.0,3.0,4.0,MY
10,15,2,Mujer,21,Otros,Asiática,Hasta el instituto,4,1,Musulmán,1,Diestro,Urbano,3,2,5.0,6.0,4.0,3.0,3.5,MY
28,17,31,Mujer,18,Asexual,Asiática,Instituto,7,2,Musulmán,1,Diestro,Suburbano,6,2,5.0,2.5,3.5,3.0,5.5,MY
31,17,32,Mujer,18,Heterosexual,Asiática,Instituto,0,2,Musulmán,1,Diestro,Suburbano,3,2,3.0,4.5,6.0,3.0,3.0,MY
20,16,6,Mujer,21,Otros,Asiática,Grado universitario,0,1,Hinduista,1,Diestro,Urbano,4,2,4.5,6.5,6.5,2.5,4.5,MY
13,15,13,Hombre,18,Heterosexual,Asiática,Instituto,3,1,Musulmán,1,Diestro,Urbano,5,2,5.0,3.0,3.5,3.0,6.0,MY
24,17,25,Mujer,18,Heterosexual,Asiática,Instituto,7,1,Musulmán,1,Diestro,Suburbano,2,2,6.0,4.0,1.5,3.5,4.0,MY
13,11,12,Mujer,14,Heterosexual,Árabe,Instituto,0,2,Musulmán,1,Diestro,Urbano,6,2,4.5,5.0,4.0,4.0,4.0,MY
21,17,21,Mujer,21,Bisexual,Asiática,Grado universitario,1,2,Mormon,1,Diestro,Urbano,6,1,4.5,6.5,4.0,4.5,6.0,PH
17,13,13,Mujer,23,Homosexual,Asiática,Grado universitario,3,1,Musulmán,1,Zurdo,Urbano,6,2,4.5,5.0,4.5,3.0,5.5,MY
37,28,27,Mujer,16,Asexual,Asiática,Instituto,0,2,Musulmán,1,Diestro,Urbano,4,2,1.5,4.0,1.5,1.0,3.0,MY
10,25,8,Mujer,17,Heterosexual,Asiática,Instituto,0,2,Católico,1,Diestro,Urbano,4,2,4.5,5.0,6.5,3.0,3.5,PH
26,17,32,Mujer,18,Asexual,Asiática,Instituto,3,1,Musulmán,1,Diestro,Urbano,6,2,4.5,4.5,5.5,1.5,5.5,MY
6,2,8,Mujer,18,Heterosexual,Asiática,Instituto,0,2,Musulmán,1,Diestro,Urbano,4,2,4.0,4.0,3.5,6.5,3.5,MY
27,17,16,Mujer,20,Heterosexual,Asiática,Grado universitario,1,2,Musulmán,1,Diestro,Suburbano,3,2,6.0,7.0,4.0,1.5,7.0,MY
26,23,22,Mujer,19,Heterosexual,Asiática,Grado universitario,6,2,Musulmán,1,Diestro,Rural,0,2,5.0,3.0,4.5,2.0,2.5,MY
17,7,13,Mujer,19,Heterosexual,Negra,Instituto,0,2,Musulmán,1,Diestro,Urbano,6,2,4.0,5.0,5.0,3.0,4.5,MY
13,5,12,Mujer,21,Heterosexual,Asiática,Grado universitario,4,2,Musulmán,1,Diestro,Urbano,3,2,4.0,3.5,6.0,4.0,5.5,MY
21,12,15,Hombre,33,Heterosexual,Blanco,Instituto,0,2,Ateo,1,Zurdo,Otros,1,1,4.0,4.0,2.0,1.0,6.0,PL
13,14,10,Mujer,18,Heterosexual,Asiática,Instituto,4,2,Musulmán,1,Diestro,Rural,4,2,4.0,4.0,4.0,4.0,4.0,MY
15,22,22,Mujer,22,Heterosexual,Asiática,Grado universitario,6,2,Musulmán,1,Zurdo,Urbano,6,2,3.5,4.5,5.5,3.0,4.0,MY
24,11,22,Mujer,20,Asexual,Asiática,Otros,0,2,Musulmán,1,Diestro,Otros,5,2,5.5,5.0,4.0,3.0,4.0,MY
18,8,14,Mujer,17,Heterosexual,Blanco,Instituto,0,2,Musulmán,1,Diestro,Urbano,1,2,4.5,6.0,5.0,3.0,4.5,TR
1,0,8,Mujer,16,Heterosexual,Asiática,Instituto,7,2,Católico,1,Diestro,Suburbano,2,2,6.0,5.5,4.5,4.0,6.5,PH
13,20,7,Mujer,20,Heterosexual,Asiática,Grado universitario,0,2,Protestante,1,Diestro,Rural,5,2,3.5,4.0,7.0,2.5,5.0,MY
7,7,3,Mujer,19,Homosexual,Asiática,Otros,6,2,Musulmán,1,Diestro,Urbano,1,0,3.5,5.0,6.0,4.5,6.0,MY
8,6,6,Mujer,16,Heterosexual,Asiática,Instituto,4,2,Musulmán,1,Diestro,Rural,2,2,3.5,5.0,3.5,3.5,4.5,MY
25,24,25,Mujer,16,Otros,Asiática,Instituto,0,2,Musulmán,1,Diestro,Suburbano,3,2,2.5,4.5,5.0,2.0,5.0,MY
42,34,42,Mujer,23,Asexual,Asiática,Grado universitario,3,1,Musulmán,1,Diestro,Urbano,1,2,2.5,4.0,2.5,2.5,3.5,MY
36,29,35,Mujer,22,Heterosexual,Árabe,Grado universitario,4,2,Musulmán,1,Diestro,Suburbano,3,2,4.0,4.0,4.0,2.0,4.5,MY
35,30,30,Mujer,18,Otros,Árabe,Instituto,4,1,Musulmán,1,Diestro,Urbano,5,2,3.5,7.0,4.0,4.5,4.5,MY
19,22,24,Mujer,19,Otros,Asiática,Grado universitario,3,2,Musulmán,1,Diestro,Urbano,1,2,3.0,4.0,4.0,4.5,5.0,MY
12,6,23,Hombre,20,Heterosexual,Asiática,Instituto,5,2,Musulmán,1,Diestro,Urbano,6,2,4.0,4.0,2.0,4.5,5.5,MY
0,2,1,Mujer,19,Heterosexual,Asiática,Grado universitario,0,2,Musulmán,1,Diestro,Suburbano,5,2,6.5,4.5,6.5,6.0,6.0,MY
6,4,6,Mujer,16,Heterosexual,Asiática,Instituto,0,1,Musulmán,1,Diestro,Urbano,2,2,4.5,4.0,4.0,3.0,3.0,MY
39,30,38,Mujer,18,Homosexual,Asiática,Grado universitario,6,2,Musulmán,1,Diestro,Urbano,0,2,3.0,3.0,6.5,4.0,5.5,ID
7,10,6,Mujer,20,Otros,Asiática,Instituto,0,2,Musulmán,1,Diestro,Rural,3,2,3.5,4.5,6.0,5.0,2.5,MY
31,32,26,Mujer,19,Heterosexual,Asiática,Grado universitario,3,2,Musulmán,1,Diestro,Suburbano,4,2,2.0,2.0,1.0,1.0,2.5,MY
23,18,11,Mujer,16,Homosexual,Asiática,Instituto,0,2,Musulmán,1,Diestro,Suburbano,5,2,1.0,5.0,5.0,2.5,4.5,MY
32,31,41,Mujer,16,Heterosexual,Árabe,Instituto,0,1,Otros (cristianismo),0,Diestro,Urbano,6,2,2.5,5.0,4.0,1.0,2.5,MY
14,19,11,Mujer,18,Heterosexual,Asiática,Instituto,1,2,Musulmán,1,Diestro,Suburbano,3,2,4.5,4.5,3.0,2.5,6.0,MY
12,12,8,Mujer,20,Otros,Asiática,Grado universitario,4,2,Musulmán,1,Diestro,Urbano,3,2,4.5,5.5,4.5,4.0,4.0,MY
17,10,12,Mujer,21,Bisexual,Asiática,Grado universitario,3,1,Musulmán,1,Diestro,Urbano,5,2,4.0,3.5,6.0,4.0,5.0,MY
25,22,37,Mujer,20,Heterosexual,Asiática,Grado universitario,7,2,Musulmán,1,Diestro,Urbano,6,2,2.5,6.0,2.5,1.5,3.0,MY
29,38,20,Mujer,16,Bisexual,Blanco,Instituto,0,2,Agnostico,1,Diestro,Urbano,1,2,3.0,3.5,5.5,4.0,7.0,TR
10,9,8,Mujer,21,Heterosexual,Asiática,Grado universitario,5,1,Musulmán,1,Diestro,Urbano,6,2,2.5,5.5,4.0,4.5,5.0,MY
35,32,41,Mujer,15,Heterosexual,Nativo Americano,Instituto,0,2,Otros,1,Diestro,Urbano,5,2,3.0,5.0,4.0,1.0,3.0,MY
22,22,21,Mujer,16,Heterosexual,Asiática,Hasta el instituto,0,2,Musulmán,1,Zurdo,Suburbano,5,2,2.5,6.0,4.5,2.5,3.5,MY
41,35,38,Mujer,17,Asexual,Asiática,Instituto,4,2,Musulmán,1,Zurdo,Rural,4,2,4.0,5.5,2.5,1.5,4.0,MY
11,6,6,Mujer,19,Heterosexual,Asiática,Instituto,2,2,Musulmán,1,Zurdo,Urbano,3,2,5.0,5.0,3.5,6.0,4.0,MY
13,7,16,Mujer,19,Heterosexual,Asiática,Grado universitario,6,2,Musulmán,1,Diestro,Suburbano,6,2,2.5,6.0,3.5,3.5,4.5,MY
17,18,17,Mujer,21,Homosexual,Asiática,Instituto,7,1,Musulmán,1,Zurdo,Suburbano,8,2,3.5,3.5,6.0,2.0,4.5,MY
33,29,14,Mujer,16,Heterosexual,Asiática,Instituto,3,2,Musulmán,1,Diestro,Rural,2,2,4.0,6.5,4.5,4.0,6.5,MY
20,17,18,Mujer,16,Otros,Asiática,Instituto,0,1,Musulmán,1,Diestro,Urbano,0,2,1.5,4.0,5.0,5.0,4.0,MY
14,7,26,Mujer,16,Asexual,Asiática,Instituto,0,2,Musulmán,1,Diestro,Urbano,4,2,3.0,5.0,4.0,4.0,4.0,MY
7,12,4,Mujer,19,Homosexual,Asiática,Grado universitario,0,2,Musulmán,1,Diestro,Rural,6,2,5.0,4.5,4.0,7.0,4.0,MY
16,9,3,Mujer,19,Heterosexual,Asiática,Grado universitario,0,2,Musulmán,1,Diestro,Urbano,2,2,4.0,5.0,5.0,4.0,4.0,MY
33,38,33,Mujer,21,Asexual,Asiática,Grado universitario,3,1,Musulmán,1,Zurdo,Rural,4,2,3.0,4.5,3.5,3.5,5.0,MY
31,29,40,Mujer,20,Heterosexual,Asiática,Instituto,2,2,Musulmán,1,Zurdo,Rural,4,2,3.5,6.0,4.5,4.0,5.0,MY
18,15,14,Mujer,16,Heterosexual,Asiática,Instituto,0,2,Musulmán,1,Diestro,Suburbano,2,2,4.5,4.0,3.5,3.5,4.0,MY
9,3,6,Mujer,24,Heterosexual,Indígena Australiana,Máster/Doctorado,5,2,Musulmán,2,Diestro,Rural,5,2,4.5,5.5,4.5,3.5,4.0,MY
34,11,31,Mujer,18,Heterosexual,Árabe,Grado universitario,4,2,Musulmán,1,Diestro,Urbano,3,2,1.0,6.0,5.0,1.0,6.0,KW
19,19,11,Mujer,29,Otros,Asiática,Grado universitario,4,2,Musulmán,2,Diestro,Urbano,5,2,3.5,4.5,3.5,4.0,4.0,MY
11,5,10,Hombre,19,Heterosexual,Asiática,Instituto,0,2,Musulmán,1,Zurdo,Rural,2,2,2.0,5.5,4.0,3.0,6.5,MY
32,23,36,Mujer,15,Heterosexual,Asiática,Hasta el instituto,6,2,Católico,1,Diestro,Urbano,2,2,2.0,4.5,4.0,3.0,5.0,PH
8,6,9,Mujer,21,Heterosexual,Asiática,Grado universitario,5,2,Musulmán,1,Zurdo,Rural,9,2,5.5,4.0,5.0,5.5,3.5,MY
27,26,1,Mujer,42,Otros,Asiática,Instituto,0,2,Musulmán,3,Diestro,Suburbano,4,1,4.0,4.0,4.0,4.0,4.0,MY
13,13,12,Mujer,20,Bisexual,Asiática,Grado universitario,0,1,Musulmán,1,Zurdo,Suburbano,2,2,1.5,3.5,3.0,3.5,5.0,MY
22,16,14,Mujer,16,Heterosexual,Asiática,Hasta el instituto,7,2,Musulmán,1,Diestro,Urbano,4,2,5.5,6.0,6.0,2.5,6.0,MY
7,7,8,Hombre,21,Heterosexual,Asiática,Grado universitario,7,2,Musulmán,1,Diestro,Otros,3,2,4.5,5.0,3.5,5.5,3.5,MY
37,28,39,Mujer,16,Otros,Asiática,Hasta el instituto,0,2,Musulmán,1,Diestro,Urbano,4,2,3.0,5.0,2.0,1.0,1.0,MY
33,30,36,Mujer,22,Bisexual,Asiática,Instituto,7,1,Musulmán,1,Zurdo,Urbano,2,2,1.5,6.0,3.0,2.5,3.5,MY
18,11,32,Mujer,24,Heterosexual,Asiática,Máster/Doctorado,3,2,Musulmán,1,Diestro,Urbano,3,2,6.5,4.5,6.5,3.0,5.5,MY
5,7,10,Mujer,25,Bisexual,Asiática,Grado universitario,0,2,Musulmán,1,Zurdo,Suburbano,5,2,6.0,4.5,2.0,6.0,4.5,MY
14,17,5,Mujer,16,Heterosexual,Asiática,Hasta el instituto,0,2,Musulmán,1,Diestro,Rural,4,2,5.5,3.0,3.0,5.0,4.0,MY
28,33,19,Mujer,20,Heterosexual,Indígena Australiana,Grado universitario,4,2,Musulmán,1,Diestro,Urbano,3,2,3.0,2.0,4.0,1.5,3.5,MY
22,4,19,Mujer,17,Otros,Asiática,Instituto,7,1,Musulmán,1,Diestro,Urbano,7,2,4.5,3.0,6.5,4.0,5.0,MY
17,14,11,Mujer,17,Heterosexual,Asiática,Instituto,0,2,Musulmán,1,Diestro,Urbano,6,2,3.5,4.0,7.0,6.5,7.0,MY
18,17,23,Mujer,26,Otros,Asiática,Grado universitario,0,2,Musulmán,1,Diestro,Urbano,7,2,3.5,4.5,7.0,3.5,5.0,MY
31,22,35,Mujer,21,Heterosexual,Asiática,Instituto,6,2,Protestante,1,Diestro,Urbano,2,2,5.0,4.0,1.0,1.0,2.5,MY
40,36,42,Mujer,25,Heterosexual,Asiática,Máster/Doctorado,4,2,Musulmán,1,Diestro,Urbano,4,2,4.5,3.0,4.0,1.0,5.0,MY
18,11,29,Mujer,22,Heterosexual,Asiática,Grado universitario,0,2,Musulmán,1,Diestro,Urbano,6,2,1.5,5.0,4.5,2.5,5.0,MY
29,24,13,Mujer,22,Heterosexual,Blanco,Grado universitario,2,2,Musulmán,1,Diestro,Rural,9,2,5.5,4.0,6.0,1.5,4.0,MY
14,14,14,Mujer,20,Otros,Asiática,Grado universitario,2,2,Musulmán,1,Diestro,Rural,6,2,3.5,4.0,3.5,3.5,3.5,MY
29,29,24,Mujer,13,Otros,Asiática,Hasta el instituto,0,2,Musulmán,1,Diestro,Urbano,3,2,3.0,4.0,1.5,1.0,3.0,MY
1,0,1,Mujer,20,Otros,Asiática,Grado universitario,6,2,Musulmán,1,Diestro,Urbano,5,2,6.0,5.5,6.0,6.5,6.0,MY
17,9,21,Mujer,20,Heterosexual,Árabe,Instituto,4,2,Musulmán,1,Diestro,Urbano,2,2,5.5,5.0,4.0,5.5,5.0,EG
4,8,3,Mujer,19,Heterosexual,Asiática,Instituto,0,2,Musulmán,1,Diestro,Urbano,8,2,4.0,4.5,4.0,5.5,4.5,MY
20,25,25,Mujer,21,Heterosexual,Árabe,Grado universitario,4,2,Musulmán,1,Diestro,Urbano,4,2,5.0,5.0,4.0,2.5,4.5,EG
16,22,25,Mujer,21,Bisexual,Asiática,Instituto,0,2,Musulmán,1,Zurdo,Urbano,5,2,2.5,4.5,2.0,2.5,5.0,MY
5,12,4,Mujer,22,Asexual,Asiática,Máster/Doctorado,0,2,Musulmán,2,Diestro,Urbano,3,2,5.5,4.0,3.0,7.0,4.5,MY
7,8,7,Mujer,21,Heterosexual,Asiática,Grado universitario,5,1,Musulmán,1,Zurdo,Rural,3,2,4.5,5.0,5.5,5.0,4.5,MY
15,14,14,Mujer,18,Heterosexual,Asiática,Instituto,0,2,Musulmán,1,Diestro,Urbano,3,2,2.0,5.5,4.5,3.0,4.5,MY
26,5,16,Mujer,23,Heterosexual,Árabe,Grado universitario,3,2,Musulmán,1,Diestro,Suburbano,3,2,5.5,4.5,5.0,2.5,4.0,MY
14,15,14,Mujer,24,Heterosexual,Asiática,Grado universitario,3,2,Musulmán,1,Zurdo,Urbano,2,2,3.5,4.5,4.0,4.0,4.0,MY
3,4,9,Hombre,16,Heterosexual,Asiática,Instituto,0,2,Musulmán,1,Ambidiestro,Suburbano,4,2,4.5,5.5,4.0,5.0,5.0,MY
26,21,24,Mujer,21,Otros,Asiática,Instituto,0,2,Musulmán,1,Diestro,Suburbano,5,2,4.5,5.0,3.0,3.5,4.5,MY
12,14,13,Mujer,19,Homosexual,Asiática,Instituto,0,2,Musulmán,1,Diestro,Suburbano,3,2,4.0,4.5,4.5,4.5,4.5,MY
19,14,14,Mujer,17,Heterosexual,Asiática,Instituto,0,2,Musulmán,1,Diestro,Urbano,3,2,2.0,4.0,5.0,2.0,4.5,ID
12,12,9,Mujer,18,Otros,Asiática,Grado universitario,4,2,Musulmán,1,Diestro,Suburbano,5,2,3.5,5.0,6.5,2.0,4.0,MY
17,25,21,Mujer,18,Heterosexual,Asiática,Instituto,3,2,Musulmán,1,Diestro,Suburbano,5,2,2.5,3.0,5.0,3.0,3.5,MY
34,30,31,Mujer,16,Asexual,Asiática,Instituto,0,1,Musulmán,1,Diestro,Suburbano,4,2,1.5,4.0,4.5,1.5,1.0,MY
14,10,14,Mujer,19,Heterosexual,Asiática,Máster/Doctorado,0,2,Musulmán,1,Diestro,Urbano,3,2,4.5,4.0,4.0,3.0,4.0,MY
22,19,24,Mujer,17,Heterosexual,Asiática,Instituto,0,2,Musulmán,1,Diestro,Urbano,2,2,5.0,4.0,4.0,3.5,4.5,SA
10,18,13,Mujer,18,Otros,Asiática,Grado universitario,0,1,Musulmán,1,Diestro,Urbano,4,1,3.5,5.0,6.5,6.0,6.5,MY
37,28,36,Mujer,18,Heterosexual,Asiática,Grado universitario,3,2,Musulmán,1,Diestro,Urbano,4,2,4.0,4.5,2.0,1.0,3.5,MY
12,8,8,Mujer,19,Asexual,Asiática,Instituto,0,2,Musulmán,1,Diestro,Rural,2,2,2.0,6.5,4.5,3.5,4.5,MY
28,19,22,Mujer,19,Bisexual,Indígena Australiana,Instituto,0,2,Musulmán,1,Diestro,Suburbano,5,2,6.5,5.0,4.0,3.5,5.0,MY
38,33,39,Mujer,14,Heterosexual,Árabe,Hasta el instituto,0,1,Musulmán,1,Diestro,Urbano,3,2,3.0,4.5,5.0,2.5,3.5,US
16,9,12,Mujer,24,Heterosexual,Asiática,Máster/Doctorado,0,2,Otros (cristianismo),1,Diestro,Suburbano,4,1,5.0,5.0,4.5,3.5,4.5,PH
29,19,12,Mujer,20,Heterosexual,Asiática,Instituto,3,2,Musulmán,1,Diestro,Suburbano,5,2,2.0,5.0,1.5,2.0,2.0,MY
27,25,22,Mujer,19,Heterosexual,Asiática,Instituto,4,2,Musulmán,1,Diestro,Urbano,5,2,5.0,4.0,5.5,3.5,5.0,MY
13,19,15,Mujer,21,Asexual,Árabe,Grado universitario,3,2,Musulmán,1,Diestro,Suburbano,4,2,3.0,4.0,5.5,5.5,4.0,MY
10,6,15,Hombre,20,Heterosexual,Asiática,Grado universitario,0,2,Musulmán,1,Diestro,Urbano,5,2,6.5,3.5,4.0,4.5,3.5,MY
35,34,32,Mujer,16,Otros,Asiática,Instituto,7,2,Musulmán,1,Diestro,Rural,6,2,4.5,3.5,4.0,3.0,4.0,MY
22,20,22,Mujer,22,Heterosexual,Asiática,Grado universitario,1,2,Musulmán,1,Diestro,Suburbano,3,2,3.5,6.5,6.5,3.5,6.0,MY
6,2,5,Hombre,19,Heterosexual,Asiática,Instituto,6,2,Musulmán,1,Diestro,Rural,5,2,3.0,4.5,3.5,4.0,4.0,MY
22,9,16,Mujer,19,Heterosexual,Asiática,Instituto,4,2,Musulmán,1,Diestro,Suburbano,2,2,4.5,2.5,1.0,1.0,4.5,MY
20,17,19,Mujer,19,Otros,Árabe,Instituto,0,1,Musulmán,1,Diestro,Urbano,7,2,3.5,6.5,1.5,2.0,4.0,MY
17,12,16,Mujer,22,Heterosexual,Asiática,Grado universitario,3,1,Musulmán,1,Diestro,Urbano,3,2,4.5,3.5,4.0,2.5,4.5,MY
31,14,32,Mujer,16,Heterosexual,Asiática,Instituto,0,1,Musulmán,1,Diestro,Urbano,3,2,3.0,5.5,4.5,3.5,3.5,MY
30,27,28,Mujer,15,Otros,Árabe,Instituto,0,2,Musulmán,1,Diestro,Urbano,4,2,1.5,3.5,2.5,1.5,4.0,MY
9,6,19,Mujer,15,Heterosexual,Asiática,Hasta el instituto,0,1,Agnostico,1,Diestro,Urbano,2,2,4.5,3.5,2.5,2.5,5.0,SG
11,3,4,Mujer,20,Heterosexual,Blanco,Instituto,0,2,Musulmán,1,Diestro,Suburbano,4,2,5.0,3.5,2.5,2.5,4.0,MY
12,3,2,Mujer,24,Heterosexual,Asiática,Grado universitario,3,2,Musulmán,1,Diestro,Urbano,5,2,5.0,6.0,4.5,3.0,6.0,MY
27,18,31,Mujer,23,Heterosexual,Árabe,Grado universitario,4,2,Católico,1,Diestro,Suburbano,4,2,1.0,4.5,5.0,3.0,4.0,PS
39,30,34,Mujer,19,Otros,Asiática,Instituto,7,2,Musulmán,0,Diestro,Rural,5,0,4.5,4.5,3.0,1.0,4.5,MY
5,4,2,Hombre,17,Heterosexual,Asiática,Instituto,0,1,Protestante,1,Zurdo,Suburbano,4,2,3.5,3.5,3.5,4.5,4.5,MY
42,41,42,Mujer,21,Heterosexual,Árabe,Instituto,6,2,Musulmán,1,Diestro,Urbano,0,2,2.0,4.5,2.0,1.0,3.0,MY
28,24,34,Mujer,17,Heterosexual,Asiática,Instituto,3,2,Católico,1,Zurdo,Rural,4,2,3.5,7.0,3.5,4.0,7.0,MY
14,13,9,Mujer,21,Heterosexual,Asiática,Instituto,6,1,Musulmán,1,Diestro,Rural,11,2,6.0,6.0,7.5,6.0,5.5,US
11,9,5,Mujer,24,Asexual,Asiática,Máster/Doctorado,8,2,Musulmán,1,Diestro,Urbano,7,2,3.0,3.5,5.5,4.0,3.5,MY
11,8,18,Hombre,20,Heterosexual,Asiática,Grado universitario,3,2,Musulmán,1,Diestro,Suburbano,4,2,3.0,4.0,2.5,3.5,5.0,MY
20,9,13,Mujer,18,Heterosexual,Asiática,Grado universitario,7,2,Musulmán,1,Diestro,Suburbano,5,2,5.0,3.0,3.5,4.0,5.0,MY
17,6,19,Mujer,21,Bisexual,Asiática,Grado universitario,3,1,Musulmán,1,Diestro,Suburbano,4,2,5.0,4.5,3.5,3.5,7.0,MY
22,15,35,Mujer,17,Bisexual,Asiática,Otros,0,2,Musulmán,1,Zurdo,Urbano,2,2,2.5,6.0,3.0,1.5,1.5,MY
10,11,21,Mujer,21,Heterosexual,Asiática,Grado universitario,3,2,Musulmán,1,Diestro,Urbano,4,2,6.0,6.0,4.0,7.0,5.5,MY
29,26,14,Mujer,21,Otros,Asiática,Grado universitario,3,2,Musulmán,1,Diestro,Rural,3,2,4.0,1.5,4.0,2.5,4.5,MY
10,8,20,Mujer,20,Otros,Asiática,Instituto,0,2,Musulmán,1,Zurdo,Urbano,3,2,5.0,4.5,4.5,4.0,6.5,MY
6,10,26,Hombre,21,Heterosexual,Árabe,Grado universitario,5,2,Agnostico,1,Diestro,Urbano,7,2,5.5,2.5,5.5,6.5,7.0,MY
33,27,22,Mujer,22,Heterosexual,Asiática,Grado universitario,6,2,Musulmán,1,Diestro,Rural,2,1,3.0,5.5,3.0,1.5,5.5,ID
34,30,23,Mujer,14,Otros,Árabe,Hasta el instituto,0,2,Musulmán,1,Diestro,Urbano,1,2,2.5,5.0,6.5,1.0,4.5,EG
14,14,8,Mujer,25,Heterosexual,Asiática,Grado universitario,0,2,Musulmán,1,Diestro,Suburbano,0,2,2.5,3.5,4.0,2.5,5.5,MY
22,14,15,Mujer,21,Heterosexual,Árabe,Instituto,0,2,Musulmán,1,Diestro,Suburbano,3,2,7.0,4.5,3.5,4.0,5.0,EG
6,4,6,Mujer,20,Asexual,Asiática,Instituto,3,2,Musulmán,1,Diestro,Suburbano,8,2,7.0,6.0,6.5,4.0,6.5,MY
18,4,11,Mujer,21,Homosexual,Indígena Australiana,Grado universitario,7,2,Musulmán,1,Diestro,Urbano,5,2,1.5,3.0,6.0,2.0,6.5,SG
26,13,39,Mujer,19,Heterosexual,Asiática,Instituto,4,2,Musulmán,1,Zurdo,Urbano,12,2,3.0,4.0,3.5,2.0,3.0,MY
10,11,7,Mujer,23,Heterosexual,Asiática,Grado universitario,0,2,Musulmán,1,Diestro,Urbano,3,2,4.5,4.0,5.0,4.5,7.0,MY
15,9,7,Mujer,16,Heterosexual,Otros,Instituto,0,2,Musulmán,1,Diestro,Suburbano,5,2,6.0,4.0,4.0,4.5,4.5,MY
12,10,8,Mujer,24,Heterosexual,Asiática,Instituto,0,2,Católico,1,Diestro,Urbano,4,1,4.0,4.5,4.0,4.0,5.0,MY
16,36,16,Hombre,20,Heterosexual,Asiática,Máster/Doctorado,4,2,Musulmán,1,Diestro,Urbano,8,2,3.5,4.0,6.5,2.5,5.5,MY
23,12,18,Mujer,21,Bisexual,Asiática,Instituto,0,2,Musulmán,1,Zurdo,Urbano,2,2,5.0,4.0,3.0,2.0,3.5,BN
8,5,3,Mujer,20,Heterosexual,Asiática,Grado universitario,4,2,Musulmán,1,Diestro,Suburbano,5,2,4.5,4.5,5.5,6.0,6.5,MY
4,3,4,Mujer,20,Heterosexual,Asiática,Instituto,6,1,Musulmán,1,Zurdo,Urbano,3,2,5.5,5.5,3.5,4.0,6.0,MY
26,19,37,Mujer,16,Homosexual,Asiática,Instituto,0,2,Musulmán,1,Diestro,Urbano,3,2,2.0,3.0,3.5,2.5,3.0,MY
28,20,27,Mujer,21,Homosexual,Asiática,Grado universitario,6,2,Católico,2,Diestro,Urbano,4,2,4.0,6.5,4.5,3.0,4.5,PH
25,15,29,Mujer,20,Heterosexual,Asiática,Instituto,4,2,Musulmán,1,Diestro,Rural,3,2,3.0,4.5,1.0,2.0,4.0,MY
9,6,8,Hombre,23,Heterosexual,Otros,Grado universitario,0,2,Musulmán,1,Diestro,Urbano,3,2,3.5,4.0,6.5,5.5,5.5,MY
25,19,27,Mujer,21,Heterosexual,Asiática,Grado universitario,6,2,Musulmán,1,Diestro,Suburbano,2,2,2.0,3.5,1.0,1.5,3.5,MY
29,29,35,Otros,16,Asexual,Blanco,Instituto,0,2,Ateo,1,Diestro,Suburbano,3,2,1.0,4.0,3.5,3.0,1.5,IT
28,14,16,Mujer,21,Heterosexual,Asiática,Grado universitario,0,2,Musulmán,1,Diestro,Rural,7,2,6.0,3.5,2.5,1.0,3.5,MY
36,19,33,Mujer,22,Homosexual,Asiática,Grado universitario,4,2,Musulmán,1,Diestro,Urbano,2,2,2.0,4.5,7.0,2.0,4.5,MY
21,8,14,Mujer,17,Bisexual,Asiática,Instituto,0,2,Musulmán,1,Diestro,Rural,4,2,4.0,4.5,3.5,1.5,4.5,MY
27,18,29,Mujer,19,Heterosexual,Asiática,Instituto,0,2,Musulmán,1,Diestro,Suburbano,5,2,4.5,4.0,1.0,2.0,3.5,MY
23,19,17,Mujer,19,Otros,Asiática,Instituto,3,2,Musulmán,1,Diestro,Rural,4,2,3.5,6.0,1.5,3.0,2.5,MY
33,27,35,Mujer,19,Heterosexual,Asiática,Grado universitario,4,2,Musulmán,1,Zurdo,Suburbano,1,2,5.0,5.5,3.5,3.5,5.0,MY
18,14,18,Mujer,17,Heterosexual,Asiática,Instituto,0,2,Musulmán,1,Diestro,Otros,3,2,1.5,4.0,5.5,2.0,5.0,ID
23,19,17,Mujer,20,Heterosexual,Asiática,Otros,0,2,Musulmán,1,Zurdo,Urbano,6,2,4.0,4.5,4.0,2.5,5.5,MY
23,24,17,Mujer,19,Heterosexual,Asiática,Grado universitario,0,2,Musulmán,1,Diestro,Rural,4,2,3.0,4.5,3.0,2.5,2.5,MY
31,21,22,Mujer,17,Heterosexual,Asiática,Instituto,0,2,Musulmán,1,Zurdo,Urbano,3,2,1.0,3.5,5.5,3.0,4.0,MY
